name,category,prompt,negative_prompt
streetlight shadow person — Gothic,Shadow figures,"a gothic interpretation of streetlight shadow person, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
organic machine hybrid — Gothic,Body horror,"a gothic interpretation of organic machine hybrid, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
shadow horse — Gothic,Supernatural animals,"a gothic interpretation of shadow horse, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
rose-thorn monster — Gothic,Gothic creatures,"a gothic interpretation of rose-thorn monster, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
harbour ghost — Gothic,Ghosts,"a gothic interpretation of harbour ghost, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
window apparition — Gothic,Apparitions,"a gothic interpretation of window apparition, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
ruined-castle vampire — Gothic,Vampires,"a gothic interpretation of ruined-castle vampire, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
moonlit werewolf — Gothic,Werewolves,"a gothic interpretation of moonlit werewolf, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
undead sailor — Gothic,Undead,"a gothic interpretation of undead sailor, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
antique puppet — Gothic,Haunted dolls,"a gothic interpretation of antique puppet, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cursed wedding dress — Gothic,Cursed objects,"a gothic interpretation of cursed wedding dress, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
masked occult figure — Gothic,Occult entities,"a gothic interpretation of masked occult figure, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
celestial parasite — Gothic,Cosmic horror,"a gothic interpretation of celestial parasite, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
mud-born entity — Gothic,Swamp monsters,"a gothic interpretation of mud-born entity, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
stalactite mimic — Gothic,Cave creatures,"a gothic interpretation of stalactite mimic, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
sealed-room anomaly — Gothic,Laboratory subjects,"a gothic interpretation of sealed-room anomaly, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
signal-born silhouette — Gothic,Analog horror,"a gothic interpretation of signal-born silhouette, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
corner watcher — Gothic,Shadow figures,"a gothic interpretation of corner watcher, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
flowering humanoid mutation — Gothic,Body horror,"a gothic interpretation of flowering humanoid mutation, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cursed white owl — Gothic,Supernatural animals,"a gothic interpretation of cursed white owl, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
crypt guardian — Gothic,Gothic creatures,"a gothic interpretation of crypt guardian, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
winter ghost — Gothic,Ghosts,"a gothic interpretation of winter ghost, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
field apparition — Gothic,Apparitions,"a gothic interpretation of field apparition, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
nocturnal vampire hunter — Gothic,Vampires,"a gothic interpretation of nocturnal vampire hunter, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
feral lycanthrope — Gothic,Werewolves,"a gothic interpretation of feral lycanthrope, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
forgotten tomb guardian — Gothic,Undead,"a gothic interpretation of forgotten tomb guardian, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
nursery marionette — Gothic,Haunted dolls,"a gothic interpretation of nursery marionette, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cursed grandfather clock — Gothic,Cursed objects,"a gothic interpretation of cursed grandfather clock, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
antlered forest omen — Gothic,Occult entities,"a gothic interpretation of antlered forest omen, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
deep-space leviathan — Gothic,Cosmic horror,"a gothic interpretation of deep-space leviathan, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
marsh lantern beast — Gothic,Swamp monsters,"a gothic interpretation of marsh lantern beast, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
subterranean moth creature — Gothic,Cave creatures,"a gothic interpretation of subterranean moth creature, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
obsolete experiment — Gothic,Laboratory subjects,"a gothic interpretation of obsolete experiment, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
station-ident creature — Gothic,Analog horror,"a gothic interpretation of station-ident creature, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
elongated stairwell shadow — Gothic,Shadow figures,"a gothic interpretation of elongated stairwell shadow, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
skinless anatomical apparition — Gothic,Body horror,"a gothic interpretation of skinless anatomical apparition, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
mist-covered wolf — Gothic,Supernatural animals,"a gothic interpretation of mist-covered wolf, ornate dark detail, controlled menace and no explicit gore","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
gargoyle sentinel — Haunting,Gothic creatures,"a haunting gargoyle sentinel with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
lantern ghost — Haunting,Ghosts,"a haunting lantern ghost with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
corridor apparition — Haunting,Apparitions,"a haunting corridor apparition with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
aristocratic vampire — Haunting,Vampires,"a haunting aristocratic vampire with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
forest werewolf — Haunting,Werewolves,"a haunting forest werewolf with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
weathered revenant — Haunting,Undead,"a haunting weathered revenant with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
porcelain haunted doll — Haunting,Haunted dolls,"a haunting porcelain haunted doll with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cursed music box — Haunting,Cursed objects,"a haunting cursed music box with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
ritual-circle entity — Haunting,Occult entities,"a haunting ritual-circle entity with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
impossible star creature — Haunting,Cosmic horror,"a haunting impossible star creature with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
moss-covered swamp monster — Haunting,Swamp monsters,"a haunting moss-covered swamp monster with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
blind cave crawler — Haunting,Cave creatures,"a haunting blind cave crawler with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
abandoned laboratory specimen — Haunting,Laboratory subjects,"a haunting abandoned laboratory specimen with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
broadcast interruption figure — Haunting,Analog horror,"a haunting broadcast interruption figure with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
doorway shadow figure — Haunting,Shadow figures,"a haunting doorway shadow figure with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
symmetrical flesh construct — Haunting,Body horror,"a haunting symmetrical flesh construct with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
ghostly black dog — Haunting,Supernatural animals,"a haunting ghostly black dog with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cathedral beast — Haunting,Gothic creatures,"a haunting cathedral beast with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
mourning ghost — Haunting,Ghosts,"a haunting mourning ghost with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
mirror apparition — Haunting,Apparitions,"a haunting mirror apparition with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
wandering vampire — Haunting,Vampires,"a haunting wandering vampire with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
urban werewolf — Haunting,Werewolves,"a haunting urban werewolf with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
armoured skeleton — Haunting,Undead,"a haunting armoured skeleton with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cloth haunted doll — Haunting,Haunted dolls,"a haunting cloth haunted doll with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cursed portrait — Haunting,Cursed objects,"a haunting cursed portrait with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
hooded omen — Haunting,Occult entities,"a haunting hooded omen with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
void-born observer — Haunting,Cosmic horror,"a haunting void-born observer with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
reed creature — Haunting,Swamp monsters,"a haunting reed creature with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
crystal cave predator — Haunting,Cave creatures,"a haunting crystal cave predator with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
containment-tank humanoid — Haunting,Laboratory subjects,"a haunting containment-tank humanoid with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
public-access mascot entity — Haunting,Analog horror,"a haunting public-access mascot entity with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
hat-wearing shadow figure — Haunting,Shadow figures,"a haunting hat-wearing shadow figure with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
porcelain-skinned mutation — Haunting,Body horror,"a haunting porcelain-skinned mutation with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
spectral raven — Haunting,Supernatural animals,"a haunting spectral raven with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
velvet-winged night creature — Haunting,Gothic creatures,"a haunting velvet-winged night creature with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
railway ghost — Haunting,Ghosts,"a haunting railway ghost with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
rain-soaked apparition — Haunting,Apparitions,"a haunting rain-soaked apparition with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
ancient vampire — Haunting,Vampires,"a haunting ancient vampire with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
snowfield werewolf — Haunting,Werewolves,"a haunting snowfield werewolf with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
silent mummy — Haunting,Undead,"a haunting silent mummy with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
clockwork haunted doll — Haunting,Haunted dolls,"a haunting clockwork haunted doll with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cursed telephone — Haunting,Cursed objects,"a haunting cursed telephone with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
candlelit watcher — Haunting,Occult entities,"a haunting candlelit watcher with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
many-eyed cosmic entity — Haunting,Cosmic horror,"a haunting many-eyed cosmic entity with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
bog guardian — Haunting,Swamp monsters,"a haunting bog guardian with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
echoing tunnel creature — Haunting,Cave creatures,"a haunting echoing tunnel creature with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
failed synthetic organism — Haunting,Laboratory subjects,"a haunting failed synthetic organism with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
distorted emergency-warning face — Haunting,Analog horror,"a haunting distorted emergency-warning face with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
bedside silhouette — Haunting,Shadow figures,"a haunting bedside silhouette with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
limb-folding creature — Haunting,Body horror,"a haunting limb-folding creature with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
many-eyed deer — Haunting,Supernatural animals,"a haunting many-eyed deer with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
bell-tower watcher — Haunting,Gothic creatures,"a haunting bell-tower watcher with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
library ghost — Haunting,Ghosts,"a haunting library ghost with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
stairwell apparition — Haunting,Apparitions,"a haunting stairwell apparition with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
masked vampire — Haunting,Vampires,"a haunting masked vampire with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
elder werewolf — Haunting,Werewolves,"a haunting elder werewolf with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
bog corpse — Haunting,Undead,"a haunting bog corpse with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
ventriloquist dummy — Haunting,Haunted dolls,"a haunting ventriloquist dummy with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cursed camera — Haunting,Cursed objects,"a haunting cursed camera with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
sigil-bound entity — Haunting,Occult entities,"a haunting sigil-bound entity with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
geometric abyss creature — Haunting,Cosmic horror,"a haunting geometric abyss creature with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
mangrove stalker — Haunting,Swamp monsters,"a haunting mangrove stalker with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
pale cavern giant — Haunting,Cave creatures,"a haunting pale cavern giant with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
runaway bio-mechanical subject — Haunting,Laboratory subjects,"a haunting runaway bio-mechanical subject with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
training-tape intruder — Haunting,Analog horror,"a haunting training-tape intruder with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
streetlight shadow person — Haunting,Shadow figures,"a haunting streetlight shadow person with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
organic machine hybrid — Haunting,Body horror,"a haunting organic machine hybrid with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
shadow horse — Haunting,Supernatural animals,"a haunting shadow horse with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
rose-thorn monster — Haunting,Gothic creatures,"a haunting rose-thorn monster with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
harbour ghost — Haunting,Ghosts,"a haunting harbour ghost with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
window apparition — Haunting,Apparitions,"a haunting window apparition with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
ruined-castle vampire — Haunting,Vampires,"a haunting ruined-castle vampire with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
moonlit werewolf — Haunting,Werewolves,"a haunting moonlit werewolf with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
undead sailor — Haunting,Undead,"a haunting undead sailor with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
antique puppet — Haunting,Haunted dolls,"a haunting antique puppet with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cursed wedding dress — Haunting,Cursed objects,"a haunting cursed wedding dress with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
masked occult figure — Haunting,Occult entities,"a haunting masked occult figure with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
celestial parasite — Haunting,Cosmic horror,"a haunting celestial parasite with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
mud-born entity — Haunting,Swamp monsters,"a haunting mud-born entity with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
stalactite mimic — Haunting,Cave creatures,"a haunting stalactite mimic with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
sealed-room anomaly — Haunting,Laboratory subjects,"a haunting sealed-room anomaly with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
signal-born silhouette — Haunting,Analog horror,"a haunting signal-born silhouette with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
corner watcher — Haunting,Shadow figures,"a haunting corner watcher with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
flowering humanoid mutation — Haunting,Body horror,"a haunting flowering humanoid mutation with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cursed white owl — Haunting,Supernatural animals,"a haunting cursed white owl with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
crypt guardian — Haunting,Gothic creatures,"a haunting crypt guardian with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
winter ghost — Haunting,Ghosts,"a haunting winter ghost with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
field apparition — Haunting,Apparitions,"a haunting field apparition with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
nocturnal vampire hunter — Haunting,Vampires,"a haunting nocturnal vampire hunter with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
feral lycanthrope — Haunting,Werewolves,"a haunting feral lycanthrope with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
forgotten tomb guardian — Haunting,Undead,"a haunting forgotten tomb guardian with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
nursery marionette — Haunting,Haunted dolls,"a haunting nursery marionette with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cursed grandfather clock — Haunting,Cursed objects,"a haunting cursed grandfather clock with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
antlered forest omen — Haunting,Occult entities,"a haunting antlered forest omen with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
deep-space leviathan — Haunting,Cosmic horror,"a haunting deep-space leviathan with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
marsh lantern beast — Haunting,Swamp monsters,"a haunting marsh lantern beast with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
subterranean moth creature — Haunting,Cave creatures,"a haunting subterranean moth creature with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
obsolete experiment — Haunting,Laboratory subjects,"a haunting obsolete experiment with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
station-ident creature — Haunting,Analog horror,"a haunting station-ident creature with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
elongated stairwell shadow — Haunting,Shadow figures,"a haunting elongated stairwell shadow with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
skinless anatomical apparition — Haunting,Body horror,"a haunting skinless anatomical apparition with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
mist-covered wolf — Haunting,Supernatural animals,"a haunting mist-covered wolf with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
gargoyle sentinel — Cinematic,Gothic creatures,"a cinematic gargoyle sentinel, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
lantern ghost — Cinematic,Ghosts,"a cinematic lantern ghost, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
